paper_id,claim_id,table_figure,claim,value_script,value_paper,match,value_rewrite,match_rewrite,holds,defect_locus,notes
coppock_mcclellan_2019,NA,Appendix Table 1,"Two-tailed p-value, Mean income",NA,NA,NA,0.006,NA,NA,NA,"2 * pnorm(-|z|), the test the appendix text describes. The published table does not use it and does not print it; added by the rewrite"
coppock_mcclellan_2019,NA,Appendix Table 1,"Two-tailed p-value, White",NA,NA,NA,0.686,NA,NA,NA,"2 * pnorm(-|z|), the test the appendix text describes. The published table does not use it and does not print it; added by the rewrite"
coppock_mcclellan_2019,NA,Appendix Table 1,"Two-tailed p-value, Black",NA,NA,NA,0,NA,NA,NA,"2 * pnorm(-|z|), the test the appendix text describes. The published table does not use it and does not print it; added by the rewrite"
coppock_mcclellan_2019,NA,Appendix Table 1,"Two-tailed p-value, Hispanic",NA,NA,NA,0.25,NA,NA,NA,"2 * pnorm(-|z|), the test the appendix text describes. The published table does not use it and does not print it; added by the rewrite"
coppock_mcclellan_2019,NA,Appendix Table 1,"Two-tailed p-value, Northeast",NA,NA,NA,0.107,NA,NA,NA,"2 * pnorm(-|z|), the test the appendix text describes. The published table does not use it and does not print it; added by the rewrite"
coppock_mcclellan_2019,NA,Appendix Table 1,"Two-tailed p-value, Midwest",NA,NA,NA,0.245,NA,NA,NA,"2 * pnorm(-|z|), the test the appendix text describes. The published table does not use it and does not print it; added by the rewrite"
coppock_mcclellan_2019,NA,Appendix Table 1,"Two-tailed p-value, South",NA,NA,NA,0.029,NA,NA,NA,"2 * pnorm(-|z|), the test the appendix text describes. The published table does not use it and does not print it; added by the rewrite"
coppock_mcclellan_2019,NA,Appendix Table 1,"Two-tailed p-value, West",NA,NA,NA,0.842,NA,NA,NA,"2 * pnorm(-|z|), the test the appendix text describes. The published table does not use it and does not print it; added by the rewrite"
coppock_mcclellan_2019,NA,Appendix Table 1,"Two-tailed p-value, Voter registration",NA,NA,NA,0.148,NA,NA,NA,"2 * pnorm(-|z|), the test the appendix text describes. The published table does not use it and does not print it; added by the rewrite"
coppock_mcclellan_2019,NA,Appendix Table 1,"Two-tailed p-value, Voter turnout",NA,NA,NA,0.003,NA,NA,NA,"2 * pnorm(-|z|), the test the appendix text describes. The published table does not use it and does not print it; added by the rewrite"
coppock_mcclellan_2019,NA,Appendix Table 1,"Two-tailed p-value, Party ID",NA,NA,NA,0.038,NA,NA,NA,"2 * pnorm(-|z|), the test the appendix text describes. The published table does not use it and does not print it; added by the rewrite"
coppock_mcclellan_2019,NA,Appendix Table 1,"Two-tailed p-value, Ideology",NA,NA,NA,0,NA,NA,NA,"2 * pnorm(-|z|), the test the appendix text describes. The published table does not use it and does not print it; added by the rewrite"
coppock_mcclellan_2019,NA,Appendix Table 1,"Two-tailed p-value, Political Interest",NA,NA,NA,0,NA,NA,NA,"2 * pnorm(-|z|), the test the appendix text describes. The published table does not use it and does not print it; added by the rewrite"
coppock_mcclellan_2019,NA,Appendix Table 1,"Two-tailed p-value, Extraverted",NA,NA,NA,0.059,NA,NA,NA,"2 * pnorm(-|z|), the test the appendix text describes. The published table does not use it and does not print it; added by the rewrite"
coppock_mcclellan_2019,NA,Appendix Table 1,"Two-tailed p-value, Agreeable",NA,NA,NA,0.003,NA,NA,NA,"2 * pnorm(-|z|), the test the appendix text describes. The published table does not use it and does not print it; added by the rewrite"
coppock_mcclellan_2019,NA,Appendix Table 1,"Two-tailed p-value, Conscientious",NA,NA,NA,0,NA,NA,NA,"2 * pnorm(-|z|), the test the appendix text describes. The published table does not use it and does not print it; added by the rewrite"
coppock_mcclellan_2019,NA,Appendix Table 1,"Two-tailed p-value, Stable",NA,NA,NA,0,NA,NA,NA,"2 * pnorm(-|z|), the test the appendix text describes. The published table does not use it and does not print it; added by the rewrite"
coppock_mcclellan_2019,NA,Appendix Table 1,"Two-tailed p-value, Open",NA,NA,NA,0.013,NA,NA,NA,"2 * pnorm(-|z|), the test the appendix text describes. The published table does not use it and does not print it; added by the rewrite"
coppock_mcclellan_2019,a2_coef_lucid_base_mf,Appendix Table 2,"Coefficient, lucid_base, mortalityfirst",0.898,0.898,1,0.898,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_lucid_ctrl_mf,Appendix Table 2,"Coefficient, lucid_ctrl, mortalityfirst",0.898,0.898,1,0.898,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_lucid_int_mf,Appendix Table 2,"Coefficient, lucid_int, mortalityfirst",1.155,1.155,1,1.155,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_mturk_base_mf,Appendix Table 2,"Coefficient, mturk_base, mortalityfirst",1.182,1.182,1,1.182,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_mturk_ctrl_mf,Appendix Table 2,"Coefficient, mturk_ctrl, mortalityfirst",1.184,1.184,1,1.184,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_mturk_int_mf,Appendix Table 2,"Coefficient, mturk_int, mortalityfirst",1.37,1.370,1,1.37,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_kam_base_mf,Appendix Table 2,"Coefficient, kam_base, mortalityfirst",1.068,1.068,1,1.068,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_kam_ctrl_mf,Appendix Table 2,"Coefficient, kam_ctrl, mortalityfirst",1.091,1.091,1,1.091,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_kam_int_mf,Appendix Table 2,"Coefficient, kam_int, mortalityfirst",1.059,1.059,1,1.059,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_lucid_base_ra,Appendix Table 2,"Coefficient, lucid_base, ramean",0.253,0.253,1,0.253,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_lucid_ctrl_ra,Appendix Table 2,"Coefficient, lucid_ctrl, ramean",0.516,0.516,1,0.516,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_lucid_int_ra,Appendix Table 2,"Coefficient, lucid_int, ramean",0.522,0.522,1,0.522,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_mturk_base_ra,Appendix Table 2,"Coefficient, mturk_base, ramean",0.906,0.906,1,0.906,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_mturk_ctrl_ra,Appendix Table 2,"Coefficient, mturk_ctrl, ramean",0.953,0.953,1,0.953,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_mturk_int_ra,Appendix Table 2,"Coefficient, mturk_int, ramean",1.09,1.090,1,1.09,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_kam_base_ra,Appendix Table 2,"Coefficient, kam_base, ramean",0.52,0.520,1,0.52,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_kam_ctrl_ra,Appendix Table 2,"Coefficient, kam_ctrl, ramean",0.587,0.587,1,0.587,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_kam_int_ra,Appendix Table 2,"Coefficient, kam_int, ramean",0.506,0.506,1,0.506,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_lucid_int_raxmf,Appendix Table 2,"Coefficient, lucid_int, mortalityfirst:ramean",-0.523,-0.523,1,-0.523,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_mturk_int_raxmf,Appendix Table 2,"Coefficient, mturk_int, mortalityfirst:ramean",-0.368,-0.368,1,-0.368,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_kam_int_raxmf,Appendix Table 2,"Coefficient, kam_int, mortalityfirst:ramean",0.022,0.022,1,0.022,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_lucid_base_int,Appendix Table 2,"Coefficient, lucid_base, (Intercept)",-0.634,-0.634,1,-0.634,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_lucid_ctrl_int,Appendix Table 2,"Coefficient, lucid_ctrl, (Intercept)",-1.04,-1.040,1,-1.04,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_lucid_int_int,Appendix Table 2,"Coefficient, lucid_int, (Intercept)",-0.767,-0.767,1,-0.767,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_mturk_base_int,Appendix Table 2,"Coefficient, mturk_base, (Intercept)",-1.128,-1.128,1,-1.128,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_mturk_ctrl_int,Appendix Table 2,"Coefficient, mturk_ctrl, (Intercept)",-1.193,-1.193,1,-1.193,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_mturk_int_int,Appendix Table 2,"Coefficient, mturk_int, (Intercept)",-1.225,-1.225,1,-1.225,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_kam_base_int,Appendix Table 2,"Coefficient, kam_base, (Intercept)",-0.705,-0.705,1,-0.705,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_kam_ctrl_int,Appendix Table 2,"Coefficient, kam_ctrl, (Intercept)",-0.814,-0.814,1,-0.814,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_coef_kam_int_int,Appendix Table 2,"Coefficient, kam_int, (Intercept)",-0.7,-0.700,1,-0.7,1,NA,NA,Probit coefficient. The deposited script and the rewrite agree exactly
coppock_mcclellan_2019,a2_se_lucid_base_mf,Appendix Table 2,"SE, lucid_base, mortalityfirst",0.065,0.065,1,0.065,1,NA,NA,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_lucid_ctrl_mf,Appendix Table 2,"SE, lucid_ctrl, mortalityfirst",0.065,0.065,1,0.065,1,NA,NA,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_lucid_int_mf,Appendix Table 2,"SE, lucid_int, mortalityfirst",0.206,0.203,0,0.203,1,NA,archive,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
coppock_mcclellan_2019,a2_se_mturk_base_mf,Appendix Table 2,"SE, mturk_base, mortalityfirst",0.097,0.097,1,0.097,1,NA,NA,"Published SE is HC2 robust, matching the table's own note. The deposited script passes no se = argument and would print the model-based SE in value_script"
